nid,title,status,created,changed,description,description_format,short_description,date_value,date_end_value,date_duration,date_rrule,video_media_id,speaker_nids,rsvp_uri,rsvp_title,accent_color,social_card_uri,event_mode,location
26,"SFDUG April 8, 2021 - Practice your DrupalCon Talk!!",1,1615964400,1767511371,"<div class=""node-content"">




<p>April 8, 2021 - SFDUG - Practice your DrupalCon Talk!!</p>
<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:00 pm: Presentation: Boosting Layout Builder Under the Hood with Elissa Thomas, Drupal Engineer at Oomph, Inc<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Boosting Layout Builder Under the Hood<br/>
This talk presents a case study for how Oomph supported the Rhode Island School of Design's spring art show, which was hosted entirely online in June 2020. There was already an existing custom digital platform that had been created for the RISD Museum that relied heavily on Layout Builder from Drupal core. Building on that, the codebase was extended to support the entire undergraduate and graduate student body as well as editor and admin roles for staff. Additional custom features were added to Layout Builder to allow artists a lot more control, creativity, and flexibility over theming their digital projects.</p>
<p>About the speaker:<br/>
Elissa is a Drupal Engineer at Oomph, Inc, a web agency based out of Providence, RI. Formerly a librarian, she enjoys all things Drupal and lifelong learning.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<a name=""signup""></a> </div>",full_html,,1617924600,1617930000,90,,,,,,,,online,
27,"SFDUG - April 22, 2021 - Virtual DrupalCon Happy Hour",1,1614931200,1614931200,"<div class=""node-content"">




<p>We're holding space for folks who had a DrupalCon talk accepted and would like to run through it ahead of time</p>
<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 4:30 - 4:40 pm: Networking and socializing<br/>
* 4:40 - 4:50 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:50 - 5:25 pm: Views cookbook - advanced recipes for every web occasion with Anna Mykhailova, Senior Drupal Architect at Kalamuna<br/>
* 5:30 - 6:05 pm: Get Off the Island: What We Can Learn From Craft CMS, Contentful, SquareSpace, and WordPress with Suzanne Dergacheva, co-founder of Evolving Web<br/>
* 6:10 - 6:30 pm: Manually Curated Solr Search Results with Martin Anderson-Clutz<br/>
* 6:30 - 7:05 pm:  JSON:API: 101 Understanding JSON:API in Drupal with Parvateesam Konapala, Solutions Engineer at Pegasystems<br/>
* 7:05 - Teams: joining efforts to maintain projects with Marco Villegas, contractor at adapt</p>
<p>4:50 pm PT: Views cookbook - advanced recipes for every web occasion with Anna Mykhailova, Senior Drupal Architect at Kalamuna<br/>
Have you ever wondered how to get the most out of the Views, how to go beyond standard config? Have you ever been confused about Views build cycle, hooks and plugins? This session is going to demystify all of the components, clear the instructions and set you up with the ""ingredients"" for Views recipes that are suitable for every occasion.</p>
<p>5:30 pm PT: Get Off the Island: What We Can Learn From Craft CMS, Contentful, SquareSpace, and WordPress with Suzanne Dergacheva, co-founder of Evolving Web<br/>
Creating a great content editor experience is key to Drupal’s success and to the success of every Drupal website. But to build an intuitive interface for content editors, we need to understand content editors’ expectations and what experience other CMSs are offering. In this session, I’ll demo findings of a study of CMS user experience. We’ll look at Craft CMS, Contentful, SquareSpace, and WordPress. Learn what these platforms do right, and what we can learn as Drupal site builders, developers, and contributors.</p>
<p>6:10 pm PT: Manually Curated Solr Search Results with Martin Anderson-Clutz<br/>
Drupal has a mature and robust integration with Apache Solr for enterprise-quality site search. That said, some competing search solutions give editors the ability to manually curate results for popular searches. You'll see how the module is installed and configured, and how easy it is to promote content and manage results, even right from the node form. We'll also discuss the different configuration options, and how they influence the results that will be returned.</p>
<p>6:30: JSON:API: 101 Understanding JSON:API in Drupal with Parvateesam Konapala, Solutions Engineer at Pegasystems<br/>
The JSON:API module is a fully compliant implementation of the JSON:API Specification. The JSON:API is designed to minimize both the number of requests and the amount of data transmitted between clients and servers. This efficiency is achieved without compromising readability, flexibility, or discoverability.</p>
<p>7:05: Teams: joining efforts to maintain projects with Marco Villegas, contractor at adapt<br/>
Open source benefits from community collaboration a lot, in the form of<br/>
contributions of different types, but how sustainable they are may depend on the amount of people around them.<br/>
This presentation explores the idea of team maintainership in the Drupal<br/>
community, looking also at some experiences in other open source projects.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1619130600,1619136000,90,,,,,,,,online,
28,"SFDUG - March 25 - Boosting Layout Builder Under the Hood",1,1613980800,1613980800,"<div class=""node-content"">




<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 5:45 pm: Networking and socializing<br/>
* 5:45 - 6:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:00 - 7:00 pm: Presentation: Be a Smarter Drupal Super Hero! - Choosing your Coding Charity-Cases Wisely...<br/>
* 7:00 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Be a Smarter Drupal Super Hero! - Choosing your Coding Charity-Cases Wisely...</p>
<p>Back in the early days of Drupal, it was common for new students to take on ""mandatory-volunteerism"" - building websites for friends, families, and charity groups, to hone their skills in agile and coding, and try their hand at team/agency &amp; freelance site build work. Over the years, as students and charities have come and gone; how can those remaining and dedicated Drupal Super Heroes and faithful Drupal-Community Fans now do a better job at maintaining those professional-relationships (and relic-sites)? How can we continue building (or re-building) on the co-beneficial aspects of pro-bono volunteers' and non-profit administrators' Business-to-Business collaborations? Are there actually ways to ""cash-in"" on charitable coding, site building, and hosting for budget-poor organizations? Attend this casual interactive chat (and former Drupal Super-Hero's therapy session) / informal presentation to find out an awesome answer!.</p>
<p>About the speaker:<br/>
Eileen Callejas is the Founder of Helpertunity.org, and a ""Coding for a Cause / Camp Code Sprit Day"" Charity Site-Build Survivor. She believes that Drupal is a Community, as much as it is a Code/CMS tool, (...which is why she keeps coming back to be with the Drupal People, no matter how little she understands about the Drupal product she uses to maintain her charity's unique small site!)</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.<br/>
<a href=""https://www.drupal.org/project/sfdug/issues/3183058"" title=""https://www.drupal.org/project/sfdug/issues/3183058"">https://www.drupal.org/project/sfdug/issues/3183058</a></p>

</div>",full_html,,1616711400,1616716800,90,,21,,,,,,online,
29,"SFDUG - March 11 - Be a Smarter Drupal Super Hero! - Choosing your Coding Charity-Cases Wisely...",1,1612166400,1612166400,"<div class=""node-content"">




<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:00 pm: Presentation: Friendly Digital Media Experiences for Content Editors With Drupal 8 &amp; 9 with Danny Englander of Kanopi Studios<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Getting Started with the Default Content Module for Drupal 8 &amp; 9</p>
<p>Description:<br/>
In this talk, Danny will show us how to get up and running with the default content module. Default content is a way of staging content via version control so that it appears in remote environments upon deploy. Here are a few of the many things you can do with this module.<br/>
- Capture all kinds of entities into default content including composite entities such as paragraphs.<br/>
- Capture custom blocks into code<br/>
- Capture images and files into code<br/>
- Setup an entire landing page with content locally and have it magically appear in a remote enviroment<br/>
He'll show us how to setup a custom module for our default content and give a demo with a step-by-step process on how to make this work.</p>
<p>About the speaker:<br/>
Danny Englander is a Drupal Developer with a perpetual passion to learn something new every day. He has been developing web sites as a career since 1996.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1615512600,1615518000,90,,,,,,,,online,
30,"SFDUG - Presentation: Getting Started with the Default Content Module for Drupal 8 & 9",1,1611648000,1767511371,"<div class=""node-content"">




<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 5:45 pm: Networking and socializing<br/>
* 5:45 - 6:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:00 - 7:00 pm: Presentation: Leveraging Accessibility and Usability to Serve Truly Diverse Audiences<br/>
* 7:00 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal<br/>
Presentation: Leveraging Accessibility and Usability to Serve Truly Diverse Audiences<br/>
In discussions about accessibility and diversity, our thoughts tend to jump to ARIA links, screen readers, and people of different ethnicities. While these are key aspects to both topics, this talk will push your thinking to considerations beyond accessibility and diversity basics.</p>
<p>About the speaker:<br/>
Tearyne D. Almendariz is a Technical Project Manager and Frontend Developer at Bright Plum. She is a Certified Professional in Accessibility Core Competencies with the International Association of Accessibility Professionals. She lives in Dallas, TX, USA. In addition to her professional duties, she currently serves as the Careers Lead for the Drupal Diversity and Inclusion (DDI) Initiative.<br/>
Tearyne has previously worked at Lullabot and for the Employees Retirement Fund of the City of Dallas.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1614295800,1614301200,90,,,,,,,,online,
31,"SFDUG - Leveraging Accessibility and Usability to Serve Truly Diverse Audiences",1,1610956800,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal's User's Group for a Global Contribution Weekend warm-up.</p>
<p>""Introduction to issue forks and merge requests"" with Mark Casias, Drupal Tech Lead at Kanopi Studios, will walk us through the new contribution workflow.</p>
<p>Previously, the main way to contribute source code changes to a Drupal project repository was through the patching process. In November 2020, a new and different workflow became available, similar to what open-source contributors commonly use on sites like GitHub.</p>
<p>We'll walk through the basics. There will be a demo followed by Q&amp;A.</p>
<p>Thursday, January 28 - 3:30-4:30 pm PT.</p>
<a name=""signup""></a> </div>",full_html,,1613093400,1613098800,90,,32,,,,,,online,
32,"SFDUG: Drupal Global Contrib Weekend - Introduction to issue forks and merge requests",1,1610006400,1767769612,"<div class=""node-content"">




<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:00 pm: Presentation: Introduction to Tailwind CSS with Israel Morales Valdivia<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Introduction to Tailwind CSS<br/>
In this presentation, Israel will speak about Tailwind CSS and clarify the most common questions about this powerful and super customizable CSS framework.</p>
<p>About the speaker:<br/>
Israel Morales Valdivia is a Sr. Front End Developer, who has been working with Drupal for 8 years, also a JavaScript enthusiast.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
</div>",full_html,,1611876600,1611882000,90,,33,,,,,,online,
33,"SFDUG - December 10, 2020 - Virtual Year End Happy Hour",1,1606204800,1767511371,"<div class=""node-content"">



<p>What a wild ride 2020 has been!!</p>
<p>The San Fransisco Drupal User’s group is looking for speakers for 2021.</p>
<p>We are looking for a wide array of topics including, but limited to:<br/>
 - Frontend or theming<br/>
 - Configuration management<br/>
 - DevOps (local and cloud based environments)<br/>
 - Cool tools<br/>
 - Contributions</p>
<p>Since we have gone virtual and the geographic barrier is gone, the attendance at the meetup has grown and we now meet every two weeks. The second Thursday of the month (5:30-7:30 pm PT) and the fourth Thursday (3:30-5:30 pm PT)</p>
<p>Sign up here:  <a href=""https://docs.google.com/forms/d/e/1FAIpQLSdVbLN2ZWYLt1gyZfyLIIsAM_eYwEQPtPF916SwNo5hFuBNhg/viewform"" title=""https://docs.google.com/forms/d/e/1FAIpQLSdVbLN2ZWYLt1gyZfyLIIsAM_eYwEQPtPF916SwNo5hFuBNhg/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSdVbLN2ZWYLt1gyZfyLIIsAM_eYwEQP...</a></p>
<p>We welcome those from all levels of expertise, background, gender, ethnicity, sexual identity, religion, age, and ability. Our community is diverse and we know that Drupal can benefit when everyone is included.</p>
<p>Please feel email sfdrupalusers @ gmail.com for more information.</p>
<a name=""signup""></a><div class=""signup_anonymous_login"">Please <a href=""/user/login?destination=node%2F536199"">login</a> or <a href=""/user/register?destination=node%2F536199"">register</a> to sign up for this <em>Event</em>.</div> </div>",full_html,,1607643000,1607648400,90,,,,,,,,online,
34,"SFDUG - Jan 21 - Introduction to Tailwind CSS",1,1605600000,1767511371,"<div class=""node-content"">




<p>Join us for the San Francisco Drupal User Group (SFDUG) Bay Area Virtual Year End Happy Hour - virtually! Bring yourself, some food, the beverage of your choice and come socialize!!</p>
<p>General Agenda:<br/>
* 3:30 - 5:30 pm: Networking and socializing</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!<br/>
****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<a name=""signup""></a> </div>",full_html,,1611271800,1611277200,90,,38,,,,,,online,
35,"SFDUG - 2021 Call for papers",1,1605254400,1767511371,"<div class=""node-content"">



<p>User group meeting<br/>
<a href=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/274576627/"" title=""https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/274576627/"">https://www.meetup.com/SFDUG-San-Francisco-Drupal-Users-group/events/274...</a></p>
<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 5:45 pm: Networking and socializing<br/>
* 5:45 - 6:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:00 - 7:00 pm: Presentation: Drupal Recipes<br/>
* 7:00 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Drupal Recipes</p>
<p>Don't you wish you had a site-building recipe book when you started out using Drupal? There are many great blog posts, training resources and tutorials already available to the Drupal community. The Fox Valley Drupal User group, in conjunction with other Drupal user groups, are coming together to create a collection of site-building recipes for core and contributed modules.</p>
<p>Drupal Recipes is a user group driven initiative to contribute to Drupal Community Documentation for site owners, managers and builders. Recipes can help everyone learn because Drupal is still complex and hard to understand. Our intent is not to duplicate, but rather enhance and collect the ""best of"" examples and keep them updated. As recipes are verified and deemed complete, we plan to add them to the documentation at Drupal.org.</p>
<p>Our desire is to encourage more participation to help save everyone - new and seasoned users - future pain and suffering in their Drupal journey. Drupal Recipes is an initiative of the Fox Valley Drupal user group.</p>
<p>About the speaker:<br/>
Andrew Olson is a Lead Front End Developer at Bounteous and has been working with Drupal on and off since 2008. He is Acquia Certified for Front End Development for Drupal 7 and Drupal 8 and is an approved Acquia Site Studio 6 Site Builder. Andy is the co-maintainer of the Live Captioning Initiative, an open-source project that helps hearing-impaired individuals participate at events online or in-person. Andy has a BS in Electrical and Computer Engineering from the University of Iowa.</p>
<p>Bob Snodgrass has been doing computer systems consulting, sales and training for over 30 years. Bob started net2Community, Inc. in March of 2005 to focus on helping not-for-profit, community groups, and local businesses with information technology.<br/>
Doing Drupal since 4.7 and organizer of the Fox Valley Drupal Users Group in the Western Chicago Suburbs.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3164659"" title=""https://www.drupal.org/project/sfdug/issues/3164659"">https://www.drupal.org/project/sfdug/issues/3164659</a></p>
<a name=""signup""></a><div class=""signup_anonymous_login"">Please <a href=""/user/login?destination=node%2F536189"">login</a> or <a href=""/user/register?destination=node%2F536189"">register</a> to sign up for this <em>Event</em>.</div>
</div>",full_html,,,,,,,,,,,,online,
36,"SFDUG - Jan 14, 2021 - Drupal Recipes",1,1604041200,1767769656,"<div class=""node-content"">




<p>Details<br/>
Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 5:30 - 5:45 pm: Networking and socializing<br/>
* 5:45 - 6:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:00 - 7:00 pm: Presentation: Responsive Images Demystified with Megan McDermott<br/>
* 7:00 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Responsive Images Demystified<br/>
Even to an experienced site builder, responsive images might seem like a bit of a mystery. There are multiple ways to configure them and it's not really clear how and when to use them.</p>
<p>In this presentation, you will learn how to set up responsive image styles in Drupal using core modules (Media + Breakpoint + Responsive Image). We'll break down the different configuration options and see how they translate to code. As a bonus, we'll look at how to use Image Widget Crop module to apply different crop settings at different break points.</p>
<p>About the speaker:<br/>
Megan McDermott is a Senior developer for Woolwich Web Works based in Ontario, Canada. Megan works for a small company so she does a lot of things. Megan's focus is Drupal theming and site building but also does some Design/UX and accessibility work when required.</p>
<p>Megan's been working with Drupal since 2006 and is the co-organizer of the Waterloo Region Drupal User's Group.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3164659"" title=""https://www.drupal.org/project/sfdug/issues/3164659"">https://www.drupal.org/project/sfdug/issues/3164659</a></p>

</div>",full_html,,1610674200,1610679600,90,,42,,,,,,online,
37,"SFDUG - Nov 12 - Responsive Images Demystified",1,1602226800,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>****This is a virtual event. Be sure to RSVP to the event and we will email a ZOOM link the afternoon of the event.*********</p>
<p>General Agenda:<br/>
* 3:30 - 3:45 pm: Networking and socializing<br/>
* 3:45 - 4:00 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 4:00 - 5:00 pm: Presentation: Freelancing for Drupal: A How-to Guide to Success with Christopher R McGrath from Drupal Contractors<br/>
* 5:00 - 5:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Presentation: Freelancing for Drupal: A How-to Guide to Success<br/>
Is there REALLY money sitting out there just waiting for you to put on your Freelance hat and go get it? Absolutely! Let's talk about different ways to get to it and how to not lose your shirt or sanity along the way! Topics will include: Banking, Accounting, Taxes, Filing a Biz name, Invoicing, Time Tracking, and Getting Gigs!</p>
<p>About the speaker:<br/>
Christopher R McGrath (@DrupalContract) is a veteran developer, entrepreneur and strategic advisor. He has started an agency and staffing platform for Drupal specifically and grown both to success. He has also worked on contract and via his agency for some of the largest brands using Drupal. He now owns a contracting platform with 400+ Drupal developers, known as Drupal Contractors.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: On-Line!</p>
<p>Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>
<p><a href=""https://www.drupal.org/project/sfdug/issues/3164588"" title=""https://www.drupal.org/project/sfdug/issues/3164588"">https://www.drupal.org/project/sfdug/issues/3164588</a></p>

</div>",full_html,,1605231000,1605236400,90,,39,,,,,,online,
38,"SFDUG - Oct 29 - Freelancing for Drupal: A How-to Guide to Success",1,1601622000,1767511371,"<div class=""node-content"">




<p>Join the San Francisco Drupal User Group (SFDUG) to network, co-work and socialize with fellow Drupal users.</p>
<p>General Agenda:<br/>
* 5:30 - 6:00 pm: Networking and socializing (Sponsor - Kanopi Studios)<br/>
* 6:00 - 6:15 pm: “Your Dose of Drupal Dialogue”<br/>
— Discussion on what’s in Drupal news<br/>
— Who is hiring in the SF Bay Area? Who needs to hire?<br/>
* 6:15 - 7:15 pm: Presentation: Solr in Drupal 8/9: a real live example with Karim Boudjema<br/>
* 7:15 - 7:30 pm: Wrap up, more hanging out and chatting up Drupal</p>
<p>Solr in Drupal 8/9: a real live example<br/>
In this session we will talk about how we used Apache Solr as a search and views backend in a real live example: videodrupal.org, a new community website with more than 6000 drupal videos that aims to be a central point to quickly find Drupal videos and help new comers or advanced Drupal users to learn Drupal smoothly and effortlessly.</p>
<p>About the speaker:<br/>
Karim Boudjema has been a Drupal backend developer for more than 10 years.<br/>
Most of his work has been focused on the media industry, he's developed large Drupal websites such as major newspapers sites or marketplaces with hundreds of thousands of nodes and millions of visitors each month.</p>
<p>About the sponsor:<br/>
Kanopi Studios - They design, build and support websites for clients who want to make a positive impact.</p>
<p>Where: OnLine<br/>
Join us on slack: <a href=""http://sfdrupal.herokuapp.com"" title=""http://sfdrupal.herokuapp.com"">http://sfdrupal.herokuapp.com</a></p>
<p>SFDUG seeks to provide a friendly, safe environment. All participants should be able to engage in productive dialogue. They should share and learn with each other in an atmosphere of mutual respect. We require all participants adhere to the Drupal Code of Conduct. This applies to all community interaction and events.</p>

</div>",full_html,,1604010600,1604016000,90,,40,,,,,,online,
